Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.958238758416936;0.797425269381087;0.868842389393144;0.094488180435102;0.863807844055661;0.771459042744623;0.883761130051681;0.217949745055627;0.786034207095417;0.544292342515428;0.674077727158698;0.712660571091316;0.612093841217664;0.822530843107007;0.867355742639581;0.785048712171342;0.779222940759072;0.854069982665091;0.899226642914312;0.613171747305112;0.755336990522135;0.342844343296752;0.612527328730029;;
Retrosplenial area (R);0.958238758416936;1;0.712258772213676;0.907849322612202;0.0849209475892264;0.895089979814483;0.812346108717206;0.931413566357336;0.256747559650365;0.829227993220743;0.542792431129298;0.63489470616757;0.725465023627869;0.645227360967834;0.827923992852939;0.87846226717465;0.771411598242942;0.8011243291978;0.852623378506894;0.91456664895629;0.548586905907923;0.770442247502457;0.317804028460375;0.611992129413076;;
Visual areas (L);0.797425269381087;0.712258772213676;1;0.71644127024266;0.194381771609889;0.681544806735664;0.481661581804829;0.643547039905073;0.173176658579115;0.497955779355695;0.34901965075066;0.461606531554012;0.52060536699025;0.406988101704405;0.518365349610973;0.557683558820347;0.480817145216864;0.51580408903615;0.611005044117513;0.612473527959455;0.516230422904516;0.512798718499053;0.12920117868727;0.424652396642453;;
Visual areas (R);0.868842389393144;0.907849322612202;0.71644127024266;1;0.192076304288742;0.957895142818189;0.782503382533122;0.894345850696651;0.255901226397957;0.757473367381597;0.55592386925532;0.527483437512037;0.633008881323813;0.589100556617421;0.697902647023982;0.734013184042713;0.635083492214672;0.683110528422123;0.75059274543504;0.811265846117776;0.470517155231357;0.639495986279443;0.233497001928271;0.465327954974572;;
Posterior parietal association areas (L);0.094488180435102;0.0849209475892264;0.194381771609889;0.192076304288742;1;0.226009604634369;-0.00913172083795067;0.025948142463341;0.0108588305122715;-0.0165098568868751;0.0171449199700245;0.158756879664749;0.0848052797490208;0.0762724038781851;-0.00633982715411859;0.0186320826547314;-0.0441541844158451;0.0838128253281383;0.121682350594718;0.0641315219417091;0.273135733782264;-0.0637907764824898;0.140436634699366;-0.00454343840767462;;
Posterior parietal association areas (R);0.863807844055661;0.895089979814483;0.681544806735664;0.957895142818189;0.226009604634369;1;0.761992408505726;0.870678600871075;0.250425149042113;0.78828944929899;0.521873461282538;0.599165412684962;0.62321828486053;0.611404342189183;0.699128352797099;0.748704389786987;0.654521035494458;0.673812672159274;0.787560629054879;0.81211981086805;0.512522342420412;0.63003376149669;0.274350248182323;0.493678660270151;;
Auditory areas (L);0.771459042744623;0.812346108717206;0.481661581804829;0.782503382533122;-0.00913172083795067;0.761992408505726;1;0.805650478330516;0.208876660353427;0.740135196117097;0.555104631419881;0.53239201549332;0.631217962263524;0.480571697299387;0.740588190221784;0.735061482348641;0.718697049090052;0.728103953565021;0.715515404212131;0.780771921381596;0.38195299344506;0.681539398505708;0.229241466880022;0.473298346519555;;
Auditory areas (R);0.883761130051681;0.931413566357336;0.643547039905073;0.894345850696651;0.025948142463341;0.870678600871075;0.805650478330516;1;0.193232096370734;0.817589215520689;0.564750615887346;0.541554696168915;0.666698184394586;0.546821250518215;0.763080032408833;0.819708708166812;0.71841252068544;0.763370531009223;0.771329371005789;0.864997508954312;0.439625721165843;0.728693547477165;0.269636974465061;0.534395743444168;;
Temporal association areas (L);0.217949745055627;0.256747559650365;0.173176658579115;0.255901226397957;0.0108588305122715;0.250425149042113;0.208876660353427;0.193232096370734;1;0.243640697752626;0.149856670374963;0.13379624653693;0.23691362166231;0.0790221171505481;0.187630807698931;0.167869614368962;0.135409477848808;0.134547917442514;0.145971856311671;0.252926165671222;0.221069319768371;0.24825585277115;0.232087456889758;0.105272072356192;;
Temporal association areas (R);0.786034207095417;0.829227993220743;0.497955779355695;0.757473367381597;-0.0165098568868751;0.78828944929899;0.740135196117097;0.817589215520689;0.243640697752626;1;0.49428402851602;0.658818580399276;0.658571345250688;0.53941107658319;0.749648196833641;0.800458668057422;0.711370126661846;0.667819263822669;0.75111298592329;0.801845777224595;0.474430460497619;0.704272977332306;0.297697258486785;0.569591875176201;;
