Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.821773838879646;0.795631352869177;0.721851813403606;0.455670856005887;0.372545400327154;0.296348958320271;0.404716305542796;0.24370781662678;0.220422497424312;0.193056345311156;0.0428289690981946;0.351941983603126;0.217796626151249;0.650588525178467;0.571523232889773;0.151744363383263;0.299221928911818;0.722266881101121;0.738038493807777;0.175848204812337;0.24053089900595;-0.0119992928447639;-0.101288039452571;;
Retrosplenial area (R);0.821773838879646;1;0.785793376384152;0.747798329006601;0.54762549906591;0.398822861711335;0.361022236201236;0.515901165564087;0.276752621658216;0.242222873179532;0.231222340420741;0.0904933197475232;0.480023461716487;0.106317574993057;0.753965237877067;0.648777242067131;0.305220957393822;0.444858845988932;0.801502905728554;0.823289514043653;0.272832751326219;0.253206313406823;-0.0760270457808892;-0.0252552633228388;;
Visual areas (L);0.795631352869177;0.785793376384152;1;0.794179535830856;0.547184445298887;0.277208279008049;0.344530008585559;0.459655749834704;0.235779244220727;0.229055743790547;0.165599458892326;0.132943794449996;0.397689481890402;0.19153089035326;0.619074755251383;0.605694408210921;0.23867452388394;0.358633578836887;0.797063082219191;0.738722996364798;0.161355029949342;0.259244727049782;0.0255458752896863;-0.00630504684427509;;
Visual areas (R);0.721851813403606;0.747798329006601;0.794179535830856;1;0.525103516887389;0.372899415800165;0.403866503628361;0.519840395109465;0.279847046412165;0.197192365417061;0.30549436787342;0.162195321460241;0.443219773153016;0.148896984077851;0.598849344221789;0.640626773122962;0.159197254891785;0.324737508113382;0.738901858045956;0.70320262612303;0.125800853335813;0.21231415484895;-0.01943255441947;-0.00174207355296009;;
Posterior parietal association areas (L);0.455670856005887;0.54762549906591;0.547184445298887;0.525103516887389;1;0.438578676777584;0.480637757979127;0.527465591804429;0.284287580179255;0.274032778615547;0.389242956670791;0.084216428486817;0.500666642202973;0.190318001790027;0.397148374476727;0.462847165197895;0.140209606204498;0.108177992682263;0.615609619525982;0.577779874595313;0.0154920859021698;0.186091860871795;-0.0824829238275199;0.0166195855499479;;
Posterior parietal association areas (R);0.372545400327154;0.398822861711335;0.277208279008049;0.372899415800165;0.438578676777584;1;-0.0732903575204055;0.381979662599747;0.0019082704681056;-0.0476523183899037;0.0950483172476359;-0.211708198518062;0.291773521491827;0.208833831398363;0.247193722413541;0.423735933141125;0.137825956656223;0.0160581559793259;0.397602092052041;0.513249019444367;-0.168239324555679;0.189043571376938;-0.209635314943388;-0.102169730112972;;
Auditory areas (L);0.296348958320271;0.361022236201236;0.344530008585559;0.403866503628361;0.480637757979127;-0.0732903575204055;1;0.277973880626531;0.674525139314408;0.451144975374371;0.550804909783534;0.404074818325415;0.378279164042311;0.0419342831399018;0.270224236737947;0.176071162961982;0.024102613688199;0.247751014632632;0.318673155816801;0.264319180003024;0.249831509258546;0.0124267192090512;0.0696415394495026;-0.0613136011962623;;
Auditory areas (R);0.404716305542796;0.515901165564087;0.459655749834704;0.519840395109465;0.527465591804429;0.381979662599747;0.277973880626531;1;0.122020928057573;0.170775597898167;0.122899758041723;0.0299569874519185;0.395236791701665;0.0828672035016002;0.337634577582241;0.475890824509535;0.264095854499464;0.191586928302575;0.570522090104834;0.504904818659817;-0.0241631501587905;0.104784374624679;-0.0972495551662119;-0.115154573010807;;
Temporal association areas (L);0.24370781662678;0.276752621658216;0.235779244220727;0.279847046412165;0.284287580179255;0.0019082704681056;0.674525139314408;0.122020928057573;1;0.382742475471592;0.583747252999657;0.205723409084981;0.191695844702766;-0.012335687714398;0.194694090491725;0.0677140916994432;0.0213155945020109;0.164779764009094;0.170076287916462;0.213173974682591;0.255234151254831;0.0581669585217611;0.0391790797327449;-0.0536550782156516;;
Temporal association areas (R);0.220422497424312;0.242222873179532;0.229055743790547;0.197192365417061;0.274032778615547;-0.0476523183899037;0.451144975374371;0.170775597898167;0.382742475471592;1;0.447945397385938;0.227075486308699;0.216101361539942;0.00204231533716786;0.264410678647588;0.247811350369533;-0.00119325560114295;0.108736099193091;0.2398174510531;0.280595789311926;0.338283815634411;0.168777951410558;0.0062526350221537;0.0206599895806297;;
Entorhinal area (L);0.193056345311156;0.231222340420741;0.165599458892326;0.30549436787342;0.389242956670791;0.0950483172476359;0.550804909783534;0.122899758041723;0.583747252999657;0.447945397385938;1;0.112349261960871;0.272757263740626;0.0766007512891547;0.250117647047103;0.133405111799775;0.0568143921816646;0.148442092762172;0.21772352960502;0.156624680357031;0.277474937888211;0.0268536303365186;0.137290114440322;-0.0675328257501819;;
Entorhinal area (R);0.0428289690981946;0.0904933197475232;0.132943794449996;0.162195321460241;0.084216428486817;-0.211708198518062;0.404074818325415;0.0299569874519185;0.205723409084981;0.227075486308699;0.112349261960871;1;0.159678235717695;-0.0455683981154181;0.0689363136051303;0.0477984724220059;-0.0903910500669969;0.097531119599352;0.0725336293449696;0.0403544783846374;0.188689918837726;0.0439891399081607;0.116796116135998;-0.0278592560057743;;
Olfactory areas (L);0.351941983603126;0.480023461716487;0.397689481890402;0.443219773153016;0.500666642202973;0.291773521491827;0.378279164042311;0.395236791701665;0.191695844702766;0.216101361539942;0.272757263740626;0.159678235717695;1;0.0272795158291196;0.366058725569473;0.432557576115174;0.251770034332379;0.239928417658168;0.549211310024369;0.502996253533119;0.0651256982194907;0.252032742577936;-0.240622905621701;0.0860924683992809;;
Olfactory areas (R);0.217796626151249;0.106317574993057;0.19153089035326;0.148896984077851;0.190318001790027;0.208833831398363;0.0419342831399018;0.0828672035016002;-0.012335687714398;0.00204231533716786;0.0766007512891547;-0.0455683981154181;0.0272795158291196;1;0.200027725045163;0.123122461442998;0.113204203247119;-0.0431782788598725;0.248315286866958;0.185273866631474;0.0296569572118739;0.154610212286113;0.0381536645162576;-0.230818982040598;;
Dentate gyrus (L);0.650588525178467;0.753965237877067;0.619074755251383;0.598849344221789;0.397148374476727;0.247193722413541;0.270224236737947;0.337634577582241;0.194694090491725;0.264410678647588;0.250117647047103;0.0689363136051303;0.366058725569473;0.200027725045163;1;0.675360176979442;0.276562662133195;0.491040559785734;0.707763472732265;0.668791297090293;0.364533322391136;0.299394476047003;-0.103078237163753;0.0397211183596391;;
Dentate gyrus (R);0.571523232889773;0.648777242067131;0.605694408210921;0.640626773122962;0.462847165197895;0.423735933141125;0.176071162961982;0.475890824509535;0.0677140916994432;0.247811350369533;0.133405111799775;0.0477984724220059;0.432557576115174;0.123122461442998;0.675360176979442;1;0.233521172075953;0.364095164683322;0.741271927143229;0.753688106939014;0.233348954352103;0.263959039080539;-0.16558776414403;-0.0191588793811229;;
Subiculum (L);0.151744363383263;0.305220957393822;0.23867452388394;0.159197254891785;0.140209606204498;0.137825956656223;0.024102613688199;0.264095854499464;0.0213155945020109;-0.00119325560114295;0.0568143921816646;-0.0903910500669969;0.251770034332379;0.113204203247119;0.276562662133195;0.233521172075953;1;0.113968570329839;0.359805994801654;0.320366016969024;0.140043055500885;0.247815837954858;-0.0834645779608667;0.0184180482520924;;
Subiculum (R);0.299221928911818;0.444858845988932;0.358633578836887;0.324737508113382;0.108177992682263;0.0160581559793259;0.247751014632632;0.191586928302575;0.164779764009094;0.108736099193091;0.148442092762172;0.097531119599352;0.239928417658168;-0.0431782788598725;0.491040559785734;0.364095164683322;0.113968570329839;1;0.370494645234504;0.35595578094569;0.402198331949346;0.0733301058873234;0.0552435944140255;0.00332991200355343;;
Dorsal hippocampus (L);0.722266881101121;0.801502905728554;0.797063082219191;0.738901858045956;0.615609619525982;0.397602092052041;0.318673155816801;0.570522090104834;0.170076287916462;0.2398174510531;0.21772352960502;0.0725336293449696;0.549211310024369;0.248315286866958;0.707763472732265;0.741271927143229;0.359805994801654;0.370494645234504;1;0.84622838063916;0.146122424515427;0.314530993772205;-0.0882962008619568;-0.0618740898368326;;
Dorsal hippocampus (R);0.738038493807777;0.823289514043653;0.738722996364798;0.70320262612303;0.577779874595313;0.513249019444367;0.264319180003024;0.504904818659817;0.213173974682591;0.280595789311926;0.156624680357031;0.0403544783846374;0.502996253533119;0.185273866631474;0.668791297090293;0.753688106939014;0.320366016969024;0.35595578094569;0.84622838063916;1;0.220315106659628;0.286842394358924;-0.139004261061245;0.000282353248369708;;
Ventral hippocampus (L);0.175848204812337;0.272832751326219;0.161355029949342;0.125800853335813;0.0154920859021698;-0.168239324555679;0.249831509258546;-0.0241631501587905;0.255234151254831;0.338283815634411;0.277474937888211;0.188689918837726;0.0651256982194907;0.0296569572118739;0.364533322391136;0.233348954352103;0.140043055500885;0.402198331949346;0.146122424515427;0.220315106659628;1;0.109537731269992;0.0369135653669502;0.213974862346595;;
Ventral hippocampus (R);0.24053089900595;0.253206313406823;0.259244727049782;0.21231415484895;0.186091860871795;0.189043571376938;0.0124267192090512;0.104784374624679;0.0581669585217611;0.168777951410558;0.0268536303365186;0.0439891399081607;0.252032742577936;0.154610212286113;0.299394476047003;0.263959039080539;0.247815837954858;0.0733301058873234;0.314530993772205;0.286842394358924;0.109537731269992;1;-0.0271718006582672;0.189331234158334;;
Substantia nigra, reticular part (L);-0.0119992928447639;-0.0760270457808892;0.0255458752896863;-0.01943255441947;-0.0824829238275199;-0.209635314943388;0.0696415394495026;-0.0972495551662119;0.0391790797327449;0.0062526350221537;0.137290114440322;0.116796116135998;-0.240622905621701;0.0381536645162576;-0.103078237163753;-0.16558776414403;-0.0834645779608667;0.0552435944140255;-0.0882962008619568;-0.139004261061245;0.0369135653669502;-0.0271718006582672;1;0.21403047611713;;
Substantia nigra, reticular part (R);-0.101288039452571;-0.0252552633228388;-0.00630504684427509;-0.00174207355296009;0.0166195855499479;-0.102169730112972;-0.0613136011962623;-0.115154573010807;-0.0536550782156516;0.0206599895806297;-0.0675328257501819;-0.0278592560057743;0.0860924683992809;-0.230818982040598;0.0397211183596391;-0.0191588793811229;0.0184180482520924;0.00332991200355343;-0.0618740898368326;0.000282353248369708;0.213974862346595;0.189331234158334;0.21403047611713;1;;
Substantia nigra, compact part (L);;;;;;;;;;;;;;;;;;;;;;;;;;
Substantia nigra, compact part (R);;;;;;;;;;;;;;;;;;;;;;;;;;
