Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);0.999999999999999;0.524493822314614;0.906368516930654;0.0416352905600581;-0.0752720625393807;0.268543214331723;0.130027902175565;0.179290288101523;0.106998346739394;0.0544760358030323;0.0189514932765466;0.229415201038839;-0.0543171095719105;0.0492720188061318;0.376705867309183;0.556059010136579;0.419041988614021;0.412241707725002;0.342484901304785;0.414180800724649;0.327914290931155;0.202500231774469;0.19597650773517;0.208213230377893;0.116113253438516;0.0546953666127862
Retrosplenial area (R);0.524493822314614;1;0.485121118565852;0.308806026659818;0.0370544892478342;0.196830669133777;0.190633312777159;0.229849035216688;0.0955931210666617;0.0668634722919162;0.0518874826049581;0.116707075931774;-0.0627762269910008;0.177750339158233;0.557634957655163;0.554269903554167;0.728957003690547;0.651445526270769;0.675162573953461;0.637928382971119;0.438882325170309;0.268282134875465;0.318604313384866;0.0114982273596993;0.112227889449236;0.181511652898421
Visual areas (L);0.906368516930654;0.485121118565852;1;0.224836312978408;-0.0260929257301372;0.34447314860034;0.249273426385281;0.295929082633674;0.0705258650101805;0.0914672026568873;-0.0212584938364559;0.179659052190997;-0.178163545928569;0.0995040609278566;0.285534814522348;0.469574608846466;0.365731390939523;0.286935638620642;0.324877292180075;0.370046647153679;0.385850619191165;0.100782116492461;0.0429167410717169;0.0724821832814187;0.0572530190913681;0.0787697043351663
Visual areas (R);0.0416352905600581;0.308806026659818;0.224836312978408;1;0.331436347971218;0.485922463329161;0.55835283686429;0.523937676686914;-0.0565090050458427;0.184128966830024;0.197660830820253;0.166977885564393;-0.0490201871897288;0.163926884796439;0.149126186374241;0.104887024269363;0.235260319176203;0.118292792574852;0.574332736486383;0.341711939019377;0.521785320567746;0.154202985079461;-0.0503275919920528;-0.258951880745622;0.121236665031533;0.176762046192115
Posterior parietal association areas (L);-0.0752720625393807;0.0370544892478342;-0.0260929257301372;0.331436347971218;1;0.351563098115486;0.218741834428546;0.412940001828847;-0.0111007380130935;0.102915584314296;0.28162982269798;-0.053596471548796;0.249988778473076;0.176908492509084;-0.0436597191562148;-0.0138240511788549;0.0263574271012275;-0.0285312708570101;0.316660021346755;0.180856282490886;0.281000867704536;0.0468884528092893;-0.0410480698765762;-0.231473924716061;-0.00589828933359041;0.160744075781034
Posterior parietal association areas (R);0.268543214331723;0.196830669133777;0.34447314860034;0.485922463329161;0.351563098115486;1;0.431415226343785;0.610040130362802;-0.113885317343061;0.144919302633288;0.339165730874601;0.162132562452013;0.0216240357451555;0.225509406905607;0.165493210032668;0.212161331028771;0.162612852073176;0.14921817128719;0.471158839448542;0.35133736138606;0.52275466058137;0.140181826745008;0.0356208993726587;0.0407674355664784;0.260080481241689;0.0210690574061453
Auditory areas (L);0.130027902175565;0.190633312777159;0.249273426385281;0.55835283686429;0.218741834428546;0.431415226343785;1;0.372335320617207;-0.117286745058896;0.147440666260044;0.0597525940884033;0.115293003278053;0.0627235886987673;0.0888368507699045;0.0665071663922038;0.0921551467908718;0.156857969853734;0.114431635158545;0.409262666708796;0.245667348348179;0.397071369065543;0.168760750825055;-0.103868964934709;-0.110212254009128;0.135155811774484;0.0660800933693619
Auditory areas (R);0.179290288101523;0.229849035216688;0.295929082633674;0.523937676686914;0.412940001828847;0.610040130362802;0.372335320617207;1;0.0584150551196219;0.168627141341444;0.271096763338344;0.111321967814759;0.151328427900978;0.342355305639863;0.103640752990272;0.194510618576976;0.189905898928341;0.121806185416399;0.387630281681294;0.351666331826689;0.474065726489975;0.0720272254087749;-0.08739765930536;-0.165445123406618;0.172573048787677;0.22513511903269
Temporal association areas (L);0.106998346739394;0.0955931210666617;0.0705258650101805;-0.0565090050458427;-0.0111007380130935;-0.113885317343061;-0.117286745058896;0.0584150551196219;1;0.0169692005331977;0.0588707374286855;-0.0718516391951032;0.00246186368954304;0.0504866089799703;0.0645909758996454;-0.0427273298582288;0.0586739665229898;0.00216668744744234;-0.0176875125341209;0.0569262633136346;-0.0992422932666349;-0.0406703203495744;0.0569629441983208;-0.0598068633698496;-0.0331139682835298;0.0400247191022889
Temporal association areas (R);0.0544760358030323;0.0668634722919162;0.0914672026568873;0.184128966830024;0.102915584314296;0.144919302633288;0.147440666260044;0.168627141341444;0.0169692005331977;1;0.161689127140859;0.0604901645535511;0.039204331998422;-0.0446338338987269;0.0363235358084623;-0.0504159727272822;0.0319760806401021;0.0601302993451836;0.0785609537069783;0.0125513302345195;0.186406041392857;0.00504436969003809;-0.129087125051308;0.0167488017706338;0.0372098878432819;0.159491825599285
Entorhinal area (L);0.0189514932765466;0.0518874826049581;-0.0212584938364559;0.197660830820253;0.28162982269798;0.339165730874601;0.0597525940884033;0.271096763338344;0.0588707374286855;0.161689127140859;1;0.156588093388482;0.0948554253672705;0.177205521629779;0.0778479142966298;0.0622042920841834;0.0803955977653196;0.149736334804952;0.259791219410889;0.0981051265822018;0.152293613096999;0.0723487166934882;0.155854119178107;0.0188997699568931;0.0523184365769642;0.0133411031674329
Entorhinal area (R);0.229415201038839;0.116707075931774;0.179659052190997;0.166977885564393;-0.053596471548796;0.162132562452013;0.115293003278053;0.111321967814759;-0.0718516391951032;0.0604901645535511;0.156588093388482;1;0.114677534799023;0.0478397157207042;0.146619252649045;0.254109971992595;0.165415336754607;0.0986950867023598;0.2093466669646;0.201743192400403;0.291026080531867;0.213339895086152;0.0521939861416676;0.145418234609914;0.174350584913127;-0.0627164448465277
Olfactory areas (L);-0.0543171095719105;-0.0627762269910008;-0.178163545928569;-0.0490201871897288;0.249988778473076;0.0216240357451555;0.0627235886987673;0.151328427900978;0.00246186368954304;0.039204331998422;0.0948554253672705;0.114677534799023;1;0.212871951775772;0.00421340531361951;0.200388571204638;-0.0871976278728658;0.0815850255220369;0.0524624612425964;0.0534427221405722;0.0397436596907449;0.162748463427947;0.112087616757592;0.0636279649202724;0.136879251686244;0.110655868657861
Olfactory areas (R);0.0492720188061318;0.177750339158233;0.0995040609278566;0.163926884796439;0.176908492509084;0.225509406905607;0.0888368507699045;0.342355305639863;0.0504866089799703;-0.0446338338987269;0.177205521629779;0.0478397157207042;0.212871951775772;1;0.118734894364234;0.106729434290731;0.148449721026517;0.169636875125051;0.153806124928484;0.224348671927593;0.215183174676771;0.0804777250827349;0.160878497565371;-0.0706830650877151;0.129990245255254;0.036862595058493
Dentate gyrus (L);0.376705867309183;0.557634957655163;0.285534814522348;0.149126186374241;-0.0436597191562148;0.165493210032668;0.0665071663922038;0.103640752990272;0.0645909758996454;0.0363235358084623;0.0778479142966298;0.146619252649045;0.00421340531361951;0.118734894364234;1;0.622471373678142;0.692204578298474;0.586560887360586;0.526836010373235;0.631635014678562;0.298400292818985;0.443628582031006;0.439645493985641;0.289486496900127;0.237033971950453;0.249710275517315
Dentate gyrus (R);0.556059010136579;0.554269903554167;0.469574608846466;0.104887024269363;-0.0138240511788549;0.212161331028771;0.0921551467908718;0.194510618576976;-0.0427273298582288;-0.0504159727272822;0.0622042920841834;0.254109971992595;0.200388571204638;0.106729434290731;0.622471373678142;1;0.592114102336982;0.582902855276879;0.531375577485803;0.617109409832505;0.348356297561233;0.462174263466167;0.389791497744254;0.247957681147469;0.240439906179471;0.16090239187548
Subiculum (L);0.419041988614021;0.728957003690547;0.365731390939523;0.235260319176203;0.0263574271012275;0.162612852073176;0.156857969853734;0.189905898928341;0.0586739665229898;0.0319760806401021;0.0803955977653196;0.165415336754607;-0.0871976278728658;0.148449721026517;0.692204578298474;0.592114102336982;1;0.737274791486814;0.684763223272029;0.734667785659492;0.395247879225776;0.406933945707226;0.405931794939034;0.14252798204199;0.282244772464373;0.253198661334304
